# polynomial0.0 2.0 -2.0 3.0 -3.0 1.0
-1.000000000000000000e+02,-1.068106830243356705e+10
-9.997999799979997704e+01,-1.038438186194370651e+10
-9.995999599959995408e+01,-1.150411959317022324e+10
-9.993999399939994532e+01,-9.929890030642929077e+09
-9.991999199919992236e+01,-1.133537520489484215e+10
-9.989998999899989940e+01,-1.018385033256107330e+10
-9.987998799879987644e+01,-1.033613391398628426e+10
-9.985998599859985347e+01,-9.883625751826873779e+09
-9.983998399839984472e+01,-9.401329986752038956e+09
-9.981998199819982176e+01,-1.039575511341326332e+10
-9.979997999799979880e+01,-1.070270240460336113e+10
-9.977997799779977584e+01,-1.032628993594559860e+10
-9.975997599759975287e+01,-1.001505316133452988e+10
-9.973997399739974412e+01,-1.019037988503448105e+10
-9.971997199719972116e+01,-1.100692981952289009e+10
-9.969996999699969820e+01,-1.029743949942014122e+10
-9.967996799679967523e+01,-9.963475176448621750e+09
-9.965996599659966648e+01,-9.992306474268793106e+09
-9.963996399639964352e+01,-1.004917473973257065e+10
-9.961996199619962056e+01,-9.956563603117071152e+09
-9.959995999599959760e+01,-1.022321320368425179e+10
-9.957995799579957463e+01,-1.088164609929024506e+10
-9.955995599559956588e+01,-1.054114889285107422e+10
-9.953995399539954292e+01,-9.740277065229829788e+09
-9.951995199519951996e+01,-1.026235297635188675e+10
-9.949994999499949699e+01,-1.036928839157274437e+10
-9.947994799479947403e+01,-1.012332588076992607e+10
-9.945994599459946528e+01,-9.955776204919315338e+09
-9.943994399439944232e+01,-1.014611009784975624e+10
-9.941994199419941936e+01,-9.788167652344776154e+09
-9.939993999399939639e+01,-1.066444509463757706e+10
-9.937993799379937343e+01,-9.788953815086233139e+09
-9.935993599359936468e+01,-9.497968500196331024e+09
-9.933993399339934172e+01,-9.634509498260240555e+09
-9.931993199319931875e+01,-9.872243160982212067e+09
-9.929992999299929579e+01,-1.017820383332963181e+10
-9.927992799279928704e+01,-9.458640976238382339e+09
-9.925992599259926408e+01,-9.615211261131875992e+09
-9.923992399239924111e+01,-9.372459517968572617e+09
-9.921992199219921815e+01,-9.880931357452426910e+09
-9.919991999199919519e+01,-1.004413662232286644e+10
-9.917991799179918644e+01,-9.869260218749608994e+09
-9.915991599159916348e+01,-9.613215959801185608e+09
-9.913991399139914051e+01,-9.254256977468633652e+09
-9.911991199119911755e+01,-1.032456719039271736e+10
-9.909990999099909459e+01,-9.449116850802274704e+09
-9.907990799079908584e+01,-1.049532902626630402e+10
-9.905990599059906287e+01,-9.981433637837043762e+09
-9.903990399039903991e+01,-9.233272090463191986e+09
-9.901990199019901695e+01,-1.020171501456538963e+10
-9.899989998999899399e+01,-9.685216119486440659e+09
-9.897989798979898524e+01,-9.897543734603555679e+09
-9.895989598959896227e+01,-9.914971632312931061e+09
-9.893989398939893931e+01,-9.076935678061391830e+09
-9.891989198919891635e+01,-9.846110172350551605e+09
-9.889988998899889339e+01,-1.009637365470621872e+10
-9.887988798879888463e+01,-1.017957378192059517e+10
-9.885988598859886167e+01,-9.487166875574447632e+09
-9.883988398839883871e+01,-1.050045498926976013e+10
-9.881988198819881575e+01,-1.016645556136693382e+10
-9.879987998799879279e+01,-1.006284578073881149e+10
-9.877987798779878403e+01,-9.688800645141328812e+09
-9.875987598759876107e+01,-9.813986529267845154e+09
-9.873987398739873811e+01,-9.855681537649007797e+09
-9.871987198719871515e+01,-8.945952134988643646e+09
-9.869986998699870639e+01,-9.781402749092880249e+09
-9.867986798679868343e+01,-9.555354431291223526e+09
-9.865986598659866047e+01,-9.258380165593170166e+09
-9.863986398639863751e+01,-1.024262654001531029e+10
-9.861986198619861455e+01,-1.001572537084105873e+10
-9.859985998599860579e+01,-1.044726179711274147e+10
-9.857985798579858283e+01,-9.730380050693668365e+09
-9.855985598559855987e+01,-9.530401002299962997e+09
-9.853985398539853691e+01,-9.392328720917287827e+09
-9.851985198519851394e+01,-9.524310905341203690e+09
-9.849984998499850519e+01,-9.307758987226299286e+09
-9.847984798479848223e+01,-1.012600653620214462e+10
-9.845984598459845927e+01,-8.979474499450599670e+09
-9.843984398439843631e+01,-1.017770100596807289e+10
-9.841984198419841334e+01,-9.810360463401872635e+09
-9.839983998399840459e+01,-1.012329124105508423e+10
-9.837983798379838163e+01,-9.625427959600416183e+09
-9.835983598359835867e+01,-9.483451162382505417e+09
-9.833983398339833570e+01,-9.517928968936956406e+09
-9.831983198319832695e+01,-9.038096410117143631e+09
-9.829982998299830399e+01,-8.624012098073310852e+09
-9.827982798279828103e+01,-9.059493642367944717e+09
-9.825982598259825807e+01,-1.016499906429246521e+10
-9.823982398239823510e+01,-9.338791567428100586e+09
-9.821982198219822635e+01,-9.342838033970851898e+09
-9.819981998199820339e+01,-1.007168044302163124e+10
-9.817981798179818043e+01,-9.313277321710998535e+09
-9.815981598159815746e+01,-9.187348411219936371e+09
-9.813981398139813450e+01,-9.410712616834459305e+09
-9.811981198119812575e+01,-9.059157352663082123e+09
-9.809980998099810279e+01,-8.812222719041400909e+09
-9.807980798079807983e+01,-8.850936611149335861e+09
-9.805980598059805686e+01,-9.951704810366041183e+09
-9.803980398039803390e+01,-9.940490529534254074e+09
-9.801980198019802515e+01,-9.086632058565364838e+09
-9.799979997999800219e+01,-9.569605037779144287e+09
-9.797979797979797922e+01,-1.006907862676453590e+10
-9.795979597959795626e+01,-1.003514407426555061e+10
-9.793979397939793330e+01,-9.190939298219512939e+09
-9.791979197919792455e+01,-9.549820117622098923e+09
-9.789978997899790158e+01,-8.778435267419584274e+09
-9.787978797879787862e+01,-9.371302239611104965e+09
-9.785978597859785566e+01,-8.907398740481933594e+09
-9.783978397839783270e+01,-9.549418619281637192e+09
-9.781978197819782395e+01,-9.472172653464750290e+09
-9.779977997799780098e+01,-8.409274045235620499e+09
-9.777977797779777802e+01,-8.714567472027084351e+09
-9.775977597759775506e+01,-1.044397751590662193e+10
-9.773977397739774631e+01,-8.671506159477113724e+09
-9.771977197719772334e+01,-9.128118605689176559e+09
-9.769976997699770038e+01,-9.628388348360618591e+09
-9.767976797679767742e+01,-9.550842008254846573e+09
-9.765976597659765446e+01,-9.123343594221914291e+09
-9.763976397639764571e+01,-9.468287092542573929e+09
-9.761976197619762274e+01,-9.461636965246183395e+09
-9.759975997599759978e+01,-9.102554815560123444e+09
-9.757975797579757682e+01,-8.828170791606719971e+09
-9.755975597559755386e+01,-8.320014292400366783e+09
